Date,Open,High,Low,Close,Adj Close,Volume
16-11-1972,0.021891,0.021973001,0.021810001,0.021973001,0.011903579,1843200
17-11-1972,0.021973001,0.022135001,0.021891,0.021891,0.011859159,4147200
20-11-1972,0.021891,0.021973001,0.021810001,0.021810001,0.011815276,460800
21-11-1972,0.021810001,0.022298001,0.021647001,0.022298001,0.012079641,1689600
22-11-1972,0.022298001,0.022542,0.022298001,0.022298001,0.012079641,1382400
24-11-1972,0.022298001,0.02238,0.022217,0.022217,0.012035761,1075200
27-11-1972,0.022217,0.022786001,0.022135001,0.022786001,0.012344011,18739200
28-11-1972,0.022624001,0.022624001,0.022135001,0.022135001,0.01199134,10444800
29-11-1972,0.021973001,0.021973001,0.021159001,0.021159001,0.011462602,10752000
30-11-1972,0.020996001,0.020996001,0.020915,0.020996001,0.011374299,614400
01-12-1972,0.021077,0.021322001,0.021077,0.021322001,0.01155091,4454400
04-12-1972,0.021484001,0.022135001,0.021484001,0.022135001,0.01199134,2918400
05-12-1972,0.022461001,0.022461001,0.022461001,0.022461001,0.012167946,3993600
06-12-1972,0.022461001,0.022461001,0.02238,0.022461001,0.012167946,1228800
07-12-1972,0.022461001,0.022461001,0.022298001,0.022298001,0.012079641,1996800
08-12-1972,0.022298001,0.022298001,0.021973001,0.021973001,0.011903579,29337600
11-12-1972,0.022135001,0.022217,0.022135001,0.022217,0.012035761,1075200
12-12-1972,0.022054,0.022054,0.021973001,0.021973001,0.011903579,614400
13-12-1972,0.022054,0.022135001,0.022054,0.022135001,0.01199134,307200
14-12-1972,0.022217,0.022298001,0.022217,0.022217,0.012035761,4915200
15-12-1972,0.022298001,0.022461001,0.022298001,0.02238,0.012124059,4608000
18-12-1972,0.02238,0.02238,0.022217,0.022298001,0.012079641,4608000
19-12-1972,0.022298001,0.02238,0.022217,0.02238,0.012124059,460800
20-12-1972,0.02238,0.022461001,0.020996001,0.022461001,0.012167946,614400
21-12-1972,0.02238,0.02238,0.022217,0.022298001,0.012079641,27187200
22-12-1972,0.022298001,0.022461001,0.022217,0.022461001,0.012167946,3686400
26-12-1972,0.022461001,0.022705,0.022135001,0.022135001,0.01199134,1843200
27-12-1972,0.022135001,0.022298001,0.021973001,0.022298001,0.012079641,2304000
29-12-1972,0.022298001,0.022461001,0.022135001,0.022461001,0.012167946,921600
02-01-1973,0.022542,0.022705,0.022542,0.022542,0.012211826,1382400
03-01-1973,0.022461001,0.022461001,0.02238,0.022461001,0.012167946,2304000
04-01-1973,0.022461001,0.022705,0.02238,0.02238,0.012124059,5222400
05-01-1973,0.02238,0.02238,0.022217,0.022298001,0.012079641,4761600
08-01-1973,0.022298001,0.022298001,0.022135001,0.022217,0.012035761,1996800
09-01-1973,0.022135001,0.022135001,0.021647001,0.021810001,0.011815276,10752000
10-01-1973,0.021810001,0.021810001,0.02124,0.02124,0.011506486,3840000
11-01-1973,0.021484001,0.021810001,0.021484001,0.021729,0.011771396,3993600
12-01-1973,0.021729,0.021973001,0.021647001,0.021647001,0.011726975,5836800
15-01-1973,0.021484001,0.021484001,0.021403,0.021403,0.011594782,1075200
16-01-1973,0.021403,0.021810001,0.021322001,0.021810001,0.011815276,10444800
17-01-1973,0.021810001,0.022054,0.021729,0.021891,0.011859159,1996800
18-01-1973,0.021891,0.021891,0.021891,0.021891,0.011859159,0
19-01-1973,0.021729,0.021729,0.021484001,0.021484001,0.011638668,1843200
22-01-1973,0.021403,0.021403,0.02124,0.02124,0.011506486,921600
23-01-1973,0.02124,0.021322001,0.020508001,0.020508001,0.011109936,4608000
24-01-1973,0.020671001,0.021077,0.020671001,0.020833001,0.011285999,4761600
26-01-1973,0.020671001,0.020671001,0.020345001,0.020671001,0.011198237,3379200
29-01-1973,0.020508001,0.020508001,0.019938,0.019938,0.010801147,2918400
30-01-1973,0.019774999,0.019774999,0.019531,0.019613,0.01062508,3840000
31-01-1973,0.019531,0.019531,0.019286999,0.019286999,0.010448474,1536000
01-02-1973,0.01945,0.019938,0.01945,0.019694,0.010668961,9369600
02-02-1973,0.019694,0.019938,0.019613,0.019694,0.010668961,7680000
05-02-1973,0.019694,0.019694,0.019694,0.019694,0.010668961,307200
06-02-1973,0.019694,0.019774999,0.019613,0.019613,0.01062508,3532800
07-02-1973,0.019694,0.019857001,0.019694,0.019857001,0.010757265,9984000
08-02-1973,0.019857001,0.019857001,0.019531,0.019531,0.010580648,2611200
09-02-1973,0.019531,0.019531,0.019368,0.019531,0.010580648,3072000
12-02-1973,0.019531,0.020182,0.019531,0.020182,0.010933324,6758400
13-02-1973,0.020182,0.020264,0.020101,0.020182,0.010933324,2457600
14-02-1973,0.020182,0.020182,0.020020001,0.020182,0.010933324,3072000
15-02-1973,0.020345001,0.020508001,0.020345001,0.020508001,0.011109936,2918400
16-02-1973,0.020833001,0.021159001,0.020833001,0.020996001,0.011374299,3993600
20-02-1973,0.021159001,0.021322001,0.021159001,0.021322001,0.01155091,17510400
21-02-1973,0.021322001,0.021322001,0.02124,0.02124,0.011506486,3993600
22-02-1973,0.02124,0.02124,0.020671001,0.020671001,0.011198237,40857600
23-02-1973,0.020671001,0.020833001,0.020589,0.020752,0.011242119,6451200
26-02-1973,0.020671001,0.020671001,0.020589,0.020589,0.011153811,2457600
27-02-1973,0.020589,0.020589,0.020426,0.020426,0.011065513,4300800
28-02-1973,0.020182,0.020182,0.020101,0.020182,0.010933324,7680000
01-03-1973,0.020020001,0.020020001,0.020020001,0.020020001,0.010845567,307200
02-03-1973,0.019938,0.019938,0.019774999,0.019857001,0.010757265,7833600
05-03-1973,0.019857001,0.019857001,0.019368,0.019368,0.010492353,25036800
06-03-1973,0.019368,0.01945,0.018392,0.018472999,0.010007497,17971200
07-03-1973,0.018229,0.018229,0.01709,0.017984999,0.009743124,15360000
08-03-1973,0.018392,0.019368,0.018392,0.01888,0.010227987,9830400
09-03-1973,0.01888,0.01888,0.018392,0.018635999,0.010095801,7680000
12-03-1973,0.018717,0.01888,0.018717,0.018717,0.010139681,1689600
13-03-1973,0.018555,0.018555,0.018147999,0.018147999,0.009831429,4454400
14-03-1973,0.018147999,0.018717,0.018147999,0.018555,0.010051914,5376000
15-03-1973,0.018555,0.018962,0.018229,0.018229,0.009875315,2150400
16-03-1973,0.018066,0.018066,0.017659999,0.018066,0.009787007,3379200
19-03-1973,0.017904,0.017904,0.017659999,0.017659999,0.009567069,1536000
20-03-1973,0.017578,0.017578,0.017253,0.017253,0.009346575,460800
21-03-1973,0.017253,0.017253,0.016927,0.016927,0.009169973,6604800
22-03-1973,0.016439,0.016439,0.014079,0.014079,0.00762711,12902400
23-03-1973,0.014079,0.014323,0.013997,0.014242,0.007715413,16588800
26-03-1973,0.014242,0.014404,0.014242,0.014323,0.007759293,4147200
27-03-1973,0.014323,0.014893,0.014242,0.014893,0.008068085,14592000
28-03-1973,0.014811,0.014811,0.014648,0.014648,0.007935353,2611200
29-03-1973,0.01473,0.01473,0.01473,0.01473,0.007979775,153600
30-03-1973,0.014811,0.014893,0.014811,0.014811,0.008023665,4147200
02-04-1973,0.014811,0.014893,0.014648,0.014893,0.008068085,4608000
03-04-1973,0.014893,0.014893,0.014893,0.014893,0.008068085,460800
04-04-1973,0.014893,0.014893,0.01473,0.014893,0.008068085,1536000
05-04-1973,0.014567,0.014567,0.01416,0.01416,0.007670992,4300800
06-04-1973,0.01416,0.01416,0.01416,0.01416,0.007670992,460800
09-04-1973,0.01416,0.01416,0.01416,0.01416,0.007670992,153600
10-04-1973,0.01416,0.014323,0.01416,0.014242,0.007715413,3993600
11-04-1973,0.014242,0.014323,0.014079,0.01416,0.007670992,1382400
12-04-1973,0.01416,0.01416,0.01416,0.01416,0.007670992,460800
13-04-1973,0.01416,0.01416,0.014079,0.01416,0.007670992,921600
16-04-1973,0.013997,0.013997,0.013835,0.013916,0.007538808,2764800
17-04-1973,0.013916,0.013916,0.013916,0.013916,0.007538808,0
18-04-1973,0.013835,0.013835,0.013753,0.013835,0.007494923,2304000
19-04-1973,0.013835,0.014242,0.013835,0.014242,0.007715413,2150400
23-04-1973,0.014323,0.014648,0.014323,0.014648,0.007935353,8601600
24-04-1973,0.014893,0.015055,0.014893,0.015055,0.008155839,2150400
25-04-1973,0.015055,0.015137,0.015055,0.015055,0.008155839,4300800
26-04-1973,0.015055,0.015055,0.014974,0.014974,0.008111962,8601600
27-04-1973,0.014974,0.015055,0.014648,0.014648,0.007935353,3379200
30-04-1973,0.014567,0.014567,0.014567,0.014567,0.007891474,1536000
01-05-1973,0.014486,0.014486,0.014486,0.014486,0.007847595,768000
02-05-1973,0.014404,0.014404,0.014404,0.014404,0.007803175,153600
03-05-1973,0.014404,0.014404,0.014323,0.014404,0.007803175,614400
04-05-1973,0.014567,0.014648,0.014567,0.014648,0.007935353,3532800
07-05-1973,0.014486,0.014486,0.014486,0.014486,0.007847595,153600
08-05-1973,0.014486,0.014486,0.014486,0.014486,0.007847595,0
09-05-1973,0.014567,0.01473,0.014567,0.014648,0.007935353,1382400
10-05-1973,0.014648,0.014648,0.014648,0.014648,0.007935353,1228800
11-05-1973,0.014486,0.014486,0.014486,0.014486,0.007847595,307200
14-05-1973,0.014242,0.014242,0.013835,0.013916,0.007538808,9216000
15-05-1973,0.013835,0.013835,0.013835,0.013835,0.007494923,2304000
16-05-1973,0.013835,0.013835,0.013835,0.013835,0.007494923,0
17-05-1973,0.013997,0.014079,0.013997,0.013997,0.007582678,5529600
18-05-1973,0.014079,0.014079,0.014079,0.014079,0.00762711,614400
21-05-1973,0.013997,0.013997,0.013916,0.013916,0.007538808,3686400
22-05-1973,0.013916,0.013997,0.013672,0.013916,0.007538808,5990400
23-05-1973,0.013753,0.013753,0.013672,0.013672,0.007406618,1536000
24-05-1973,0.013672,0.013753,0.013428,0.013509,0.007318321,5376000
25-05-1973,0.013672,0.013997,0.013672,0.013997,0.007582678,10905600
29-05-1973,0.01416,0.01473,0.01416,0.01473,0.007979775,1843200
30-05-1973,0.014567,0.014567,0.014323,0.014323,0.007759293,460800
31-05-1973,0.014323,0.014323,0.01416,0.014323,0.007759293,614400
01-06-1973,0.014323,0.014323,0.014323,0.014323,0.007759293,0
04-06-1973,0.014323,0.014323,0.014323,0.014323,0.007759293,0
05-06-1973,0.01416,0.01416,0.01416,0.01416,0.007670992,153600
06-06-1973,0.013997,0.013997,0.012451,0.013021,0.007053948,11827200
07-06-1973,0.013021,0.013021,0.012858,0.012939,0.007009528,4454400
08-06-1973,0.012939,0.012939,0.012939,0.012939,0.007009528,153600
11-06-1973,0.012939,0.012939,0.012777,0.012777,0.006921765,307200
12-06-1973,0.012695,0.012695,0.012207,0.012207,0.006612979,3686400
13-06-1973,0.012044,0.012044,0.011393,0.011393,0.006172006,149913600
14-06-1973,0.01123,0.01123,0.009766,0.01001,0.005422784,7372800
15-06-1973,0.01001,0.010091,0.009766,0.009766,0.005290601,4300800
18-06-1973,0.009847,0.009847,0.009847,0.009847,0.005334481,3379200
19-06-1973,0.009847,0.010173,0.009766,0.010173,0.005511088,2764800
20-06-1973,0.010335,0.011393,0.010335,0.01123,0.006083696,4761600
21-06-1973,0.01123,0.011393,0.011068,0.011393,0.006172006,4300800
22-06-1973,0.011393,0.011556,0.011149,0.011149,0.006039821,1843200
25-06-1973,0.011068,0.011068,0.010742,0.010742,0.005819334,768000
26-06-1973,0.010579,0.010579,0.009603,0.009603,0.005202296,51916800
27-06-1973,0.009603,0.009847,0.009603,0.009847,0.005334481,5222400
28-06-1973,0.009847,0.010091,0.009766,0.009766,0.005290601,2304000
29-06-1973,0.009766,0.009847,0.009766,0.009847,0.005334481,3532800
02-07-1973,0.009847,0.010173,0.009847,0.010173,0.005511088,3993600
03-07-1973,0.010335,0.010498,0.010335,0.010498,0.00568715,1843200
05-07-1973,0.010498,0.010498,0.010498,0.010498,0.00568715,0
06-07-1973,0.010498,0.010498,0.010335,0.010498,0.00568715,1536000
09-07-1973,0.010498,0.010498,0.010173,0.010173,0.005511088,2764800
10-07-1973,0.010091,0.010091,0.01001,0.010091,0.005466662,460800
11-07-1973,0.01001,0.01001,0.009847,0.009928,0.005378359,1228800
12-07-1973,0.009766,0.009766,0.009603,0.009766,0.005290601,5836800
13-07-1973,0.009766,0.009766,0.009766,0.009766,0.005290601,2918400
16-07-1973,0.009928,0.010905,0.009928,0.010905,0.005907638,2611200
17-07-1973,0.010986,0.011068,0.010986,0.011068,0.005995939,921600
18-07-1973,0.011149,0.011719,0.011149,0.011719,0.006348611,2611200
19-07-1973,0.011882,0.01237,0.011882,0.01237,0.006701279,1228800
20-07-1973,0.012614,0.013184,0.012614,0.013184,0.007142254,4300800
23-07-1973,0.013184,0.013916,0.013102,0.013916,0.007538808,4915200
24-07-1973,0.013997,0.016194999,0.013997,0.015625,0.008464632,8448000
25-07-1973,0.015706001,0.016764,0.015706001,0.016764,0.009081672,8140800
26-07-1973,0.016764,0.017170999,0.016113,0.016113,0.008729002,4761600
27-07-1973,0.015869001,0.015869001,0.014404,0.014567,0.007891474,5836800
30-07-1973,0.01473,0.015137,0.01473,0.015137,0.008200265,768000
31-07-1973,0.015137,0.015625,0.015137,0.015625,0.008464632,3686400
01-08-1973,0.015625,0.015625,0.014811,0.014811,0.008023665,3686400
02-08-1973,0.014567,0.014567,0.014323,0.014567,0.007891474,3379200
03-08-1973,0.014404,0.014404,0.014404,0.014404,0.007803175,1689600
06-08-1973,0.014404,0.014567,0.014323,0.014323,0.007759293,1996800
07-08-1973,0.014323,0.014323,0.013997,0.01416,0.007670992,1228800
08-08-1973,0.013997,0.013997,0.013509,0.013509,0.007318321,1689600
09-08-1973,0.013509,0.013835,0.013509,0.013672,0.007406618,1843200
10-08-1973,0.013835,0.01416,0.013835,0.014079,0.00762711,3993600
13-08-1973,0.014079,0.014079,0.014079,0.014079,0.00762711,0
14-08-1973,0.013916,0.013916,0.013509,0.013509,0.007318321,2764800
15-08-1973,0.013509,0.013509,0.013509,0.013509,0.007318321,0
16-08-1973,0.013672,0.013672,0.013672,0.013672,0.007406618,1382400
17-08-1973,0.013835,0.01416,0.013835,0.013997,0.007582678,1996800
20-08-1973,0.013835,0.013835,0.013346,0.013346,0.007230008,1536000
21-08-1973,0.013102,0.013102,0.012695,0.012939,0.007009528,6144000
22-08-1973,0.012939,0.012939,0.012858,0.012939,0.007009528,1075200
23-08-1973,0.013021,0.013021,0.013021,0.013021,0.007053948,1228800
24-08-1973,0.013346,0.013916,0.013346,0.013672,0.007406618,7372800
27-08-1973,0.013835,0.013916,0.013835,0.013916,0.007538808,307200
28-08-1973,0.013997,0.014079,0.013997,0.013997,0.007582678,1536000
29-08-1973,0.013997,0.01416,0.013997,0.013997,0.007582678,2150400
30-08-1973,0.013916,0.013916,0.01359,0.01359,0.007362195,1075200
31-08-1973,0.01359,0.013753,0.01359,0.013753,0.007450503,1536000
04-09-1973,0.013916,0.01416,0.013916,0.01416,0.007670992,1228800
05-09-1973,0.01416,0.01416,0.01416,0.01416,0.007670992,0
06-09-1973,0.01416,0.01416,0.01416,0.01416,0.007670992,1843200
07-09-1973,0.013997,0.013997,0.013997,0.013997,0.007582678,7833600
10-09-1973,0.013997,0.013997,0.013997,0.013997,0.007582678,0
11-09-1973,0.013997,0.01416,0.013509,0.013672,0.007406618,9369600
12-09-1973,0.013509,0.013509,0.012695,0.012777,0.006921765,3686400
13-09-1973,0.012614,0.012614,0.012614,0.012614,0.006833466,153600
14-09-1973,0.012777,0.012777,0.012777,0.012777,0.006921765,1382400
17-09-1973,0.012858,0.013021,0.012858,0.013021,0.007053948,3686400
18-09-1973,0.013021,0.013672,0.013021,0.013672,0.007406618,3993600
19-09-1973,0.013672,0.014486,0.013672,0.014486,0.007847595,11366400
20-09-1973,0.014648,0.014974,0.014648,0.014974,0.008111962,8140800
21-09-1973,0.014974,0.014974,0.014974,0.014974,0.008111962,0
24-09-1973,0.014974,0.014974,0.014567,0.014567,0.007891474,1689600
25-09-1973,0.014648,0.014648,0.014648,0.014648,0.007935353,768000
26-09-1973,0.014648,0.014811,0.014404,0.014811,0.008023665,3840000
27-09-1973,0.014811,0.014893,0.014486,0.014648,0.007935353,7219200
28-09-1973,0.014648,0.014648,0.014648,0.014648,0.007935353,0
01-10-1973,0.014567,0.014567,0.014404,0.014567,0.007891474,921600
02-10-1973,0.014486,0.014486,0.014323,0.014404,0.007803175,1075200
03-10-1973,0.014404,0.014486,0.014323,0.014486,0.007847595,1382400
04-10-1973,0.014648,0.014648,0.014648,0.014648,0.007935353,768000
05-10-1973,0.01473,0.014893,0.01473,0.014893,0.008068085,2457600
08-10-1973,0.014893,0.014893,0.014811,0.014811,0.008023665,921600
09-10-1973,0.014811,0.014811,0.014811,0.014811,0.008023665,307200
10-10-1973,0.014811,0.014811,0.01473,0.01473,0.007979775,2764800
11-10-1973,0.01473,0.01473,0.014648,0.014648,0.007935353,1689600
12-10-1973,0.014811,0.015299,0.014811,0.015299,0.008288026,3993600
15-10-1973,0.015299,0.015299,0.015299,0.015299,0.008288026,307200
16-10-1973,0.015055,0.015055,0.014974,0.014974,0.008111962,768000
17-10-1973,0.014974,0.014974,0.014974,0.014974,0.008111962,0
18-10-1973,0.014974,0.015137,0.014974,0.014974,0.008111962,1843200
19-10-1973,0.014974,0.015137,0.014974,0.014974,0.008111962,1382400
22-10-1973,0.014811,0.014811,0.014811,0.014811,0.008023665,921600
23-10-1973,0.015137,0.015137,0.015137,0.015137,0.008200265,5376000
24-10-1973,0.015137,0.015137,0.015137,0.015137,0.008200265,0
25-10-1973,0.015137,0.015137,0.014974,0.014974,0.008111962,1075200
26-10-1973,0.014974,0.015137,0.014974,0.014974,0.008111962,5529600
29-10-1973,0.015137,0.015299,0.015137,0.015299,0.008288026,1843200
30-10-1973,0.015544,0.015625,0.015544,0.015625,0.008464632,2918400
31-10-1973,0.015462,0.015462,0.015299,0.015299,0.008288026,1536000
01-11-1973,0.015055,0.015055,0.014974,0.014974,0.008111962,614400
02-11-1973,0.014811,0.014811,0.014811,0.014811,0.008023665,153600
05-11-1973,0.014648,0.014648,0.014079,0.014079,0.00762711,1689600
06-11-1973,0.014079,0.01416,0.013835,0.013835,0.007494923,5068800
07-11-1973,0.013672,0.013672,0.013509,0.01359,0.007362195,768000
08-11-1973,0.01359,0.01359,0.013509,0.01359,0.007362195,4454400
09-11-1973,0.01359,0.013753,0.013265,0.013265,0.007186136,1689600
12-11-1973,0.013265,0.013265,0.012858,0.012858,0.00696565,4454400
13-11-1973,0.012695,0.012695,0.011963,0.012044,0.006524677,2918400
14-11-1973,0.012044,0.012044,0.011882,0.012044,0.006524677,1996800
15-11-1973,0.012044,0.012288,0.011882,0.012126,0.00656909,6297600
16-11-1973,0.012126,0.012207,0.011963,0.012126,0.00656909,2611200
19-11-1973,0.011963,0.011963,0.011475,0.011475,0.006216426,1843200
20-11-1973,0.011312,0.011312,0.010417,0.010417,0.00564327,4761600
21-11-1973,0.010335,0.010335,0.010173,0.010173,0.005511088,18432000
23-11-1973,0.010173,0.010173,0.010173,0.010173,0.005511088,12134400
26-11-1973,0.010173,0.010173,0.009277,0.009277,0.00502569,6451200
27-11-1973,0.009277,0.009766,0.009115,0.009766,0.005290601,35635200
28-11-1973,0.010091,0.010498,0.010091,0.010091,0.005466662,9523200
29-11-1973,0.010091,0.010254,0.010091,0.010173,0.005511088,1382400
30-11-1973,0.010091,0.010091,0.010091,0.010091,0.005466662,307200
03-12-1973,0.01001,0.01001,0.009684,0.009684,0.005246176,2150400
04-12-1973,0.009684,0.009766,0.009521,0.009603,0.005202296,4454400
05-12-1973,0.009603,0.009603,0.00944,0.00944,0.005113993,1689600
06-12-1973,0.009603,0.009684,0.009603,0.009684,0.005246176,460800
07-12-1973,0.009684,0.009928,0.009684,0.009928,0.005378359,11520000
10-12-1973,0.009928,0.009928,0.009766,0.009847,0.005334481,6451200
11-12-1973,0.009847,0.009928,0.009684,0.009684,0.005246176,2611200
12-12-1973,0.009603,0.009603,0.00944,0.00944,0.005113993,1689600
13-12-1973,0.00944,0.00944,0.008708,0.008708,0.004717439,6297600
14-12-1973,0.008708,0.008708,0.008464,0.008708,0.004717439,3686400
17-12-1973,0.008708,0.008708,0.008382,0.008382,0.004540836,1689600
18-12-1973,0.008382,0.008626,0.008138,0.008626,0.004673018,14592000
19-12-1973,0.008626,0.008952,0.008545,0.008789,0.00476132,9369600
20-12-1973,0.008789,0.008952,0.008545,0.008789,0.00476132,6451200
21-12-1973,0.008789,0.008952,0.008626,0.008789,0.00476132,2150400
24-12-1973,0.008789,0.00887,0.008708,0.008789,0.00476132,9062400
26-12-1973,0.008789,0.009196,0.008789,0.008789,0.00476132,10291200
27-12-1973,0.008789,0.008952,0.008708,0.008708,0.004717439,6144000
28-12-1973,0.008708,0.008708,0.008138,0.008464,0.004585257,9062400
31-12-1973,0.008464,0.008708,0.008138,0.008708,0.004717439,8755200
02-01-1974,0.00887,0.00887,0.00887,0.00887,0.004805204,153600
03-01-1974,0.009115,0.010254,0.009115,0.010254,0.005554968,3993600
04-01-1974,0.010254,0.010417,0.009928,0.009928,0.005378359,8140800
07-01-1974,0.009928,0.009928,0.009928,0.009928,0.005378359,768000
08-01-1974,0.009928,0.010254,0.009928,0.010254,0.005554968,2611200
09-01-1974,0.010091,0.010091,0.009928,0.009928,0.005378359,1536000
10-01-1974,0.009928,0.009928,0.009928,0.009928,0.005378359,153600
11-01-1974,0.009928,0.009928,0.009928,0.009928,0.005378359,307200
14-01-1974,0.010091,0.010091,0.010091,0.010091,0.005466662,153600
15-01-1974,0.010091,0.010091,0.009928,0.010091,0.005466662,614400
16-01-1974,0.010091,0.010091,0.009928,0.010091,0.005466662,1228800
17-01-1974,0.010091,0.010091,0.010091,0.010091,0.005466662,0
18-01-1974,0.010254,0.010417,0.010254,0.010417,0.00564327,1075200
21-01-1974,0.010254,0.010254,0.010173,0.010173,0.005511088,921600
22-01-1974,0.010335,0.010905,0.010335,0.010905,0.005907638,3840000
23-01-1974,0.010986,0.011475,0.010986,0.011475,0.006216426,3686400
24-01-1974,0.011475,0.011475,0.01123,0.011475,0.006216426,1689600
25-01-1974,0.011719,0.011719,0.011719,0.011719,0.006348611,614400
28-01-1974,0.011719,0.0118,0.011719,0.011719,0.006348611,460800
29-01-1974,0.011719,0.011882,0.011719,0.011719,0.006348611,2150400
30-01-1974,0.011882,0.012207,0.011882,0.012044,0.006524677,3532800
31-01-1974,0.012126,0.01237,0.012126,0.01237,0.006701279,768000
01-02-1974,0.012207,0.012207,0.011719,0.011719,0.006348611,1996800
04-02-1974,0.01123,0.01123,0.010986,0.01123,0.006083696,6912000
05-02-1974,0.01123,0.011556,0.011149,0.011556,0.00626031,2150400
06-02-1974,0.011556,0.011556,0.011556,0.011556,0.00626031,0
07-02-1974,0.011556,0.011556,0.011556,0.011556,0.00626031,153600
08-02-1974,0.010661,0.010661,0.010417,0.010417,0.00564327,3840000
11-02-1974,0.010986,0.01123,0.010986,0.010986,0.005951519,2150400
12-02-1974,0.010824,0.010824,0.00944,0.009521,0.005157871,9216000
13-02-1974,0.009521,0.010417,0.009521,0.010417,0.00564327,4454400
14-02-1974,0.010417,0.010417,0.010417,0.010417,0.00564327,0
15-02-1974,0.010417,0.010579,0.010417,0.010579,0.005731031,1382400
19-02-1974,0.010417,0.010417,0.010254,0.010335,0.005598848,1382400
